ParcelNumber,FullAddress,CurrentAssessedValue,OBJECTID
160043200,108 DUNOVA CT ,267400,15149370
160078000,121 WASHINGTON AVE ,271500,15149426
160043300,112 DUNOVA CT ,217200,15149377
17A037100,113 SUMMIT ST ,150500,15149642
17A037200,115 SUMMIT ST ,150500,15149648
090031000,1416 GORDON AVE ,339400,15148950
090024000,1409 VIRGINIA AVE ,518900,15149043
090041000,1407 VIRGINIA AVE ,342500,15149057
090028000,422 15TH ST NW ,493200,15148988
090046000,7 UNIVERSITY CT ,347300,15149083
090052000,332 15TH ST NW ,525100,15149114
090058100,328 15TH ST NW ,392600,15149133
110055000,1714 JEFFERSON PARK AVE ,599900,15149300
130009000,98 MIDMONT LN ,4431900,15148986
180002100,105 STRIBLING AVE ,231600,15149669
180002200,109 STRIBLING AVE ,231700,15149672
120006000,1916 LEWIS MOUNTAIN RD ,612950,15149079
160014100,204 MONTEBELLO CIR ,438900,15149288
160043500,120 DUNOVA CT ,213600,15149372
130017000,307 ALDERMAN RD ,420910,15148926
200074000,2541 WOODLAND DR ,233400,15149834
180015700,2408 SUNSET RD ,274900,15149750
180015290,2409 SUNSET RD ,254400,15149759
110007000,1620 JEFFERSON PARK AVE ,6166600,15149246
120028000,1924 THOMSON RD ,834300,15149130
200053000,2705 JEFFERSON PARK AVE ,335220,15149883
080051000,1927 LEWIS MOUNTAIN RD ,641890,15149020
200018000,2552 WOODLAND DR ,223600,15149853
170077000,2112 JEFFERSON PARK AVE ,2995900,15149594
200116000,108 MONTE VISTA AVE ,323100,15149865
200006000,2522 WOODLAND DR ,315512,15149815
090132000,150 MADISON LN ,1283500,15149078
090133000,0 CHANCELLOR ST ,155900,15149084
200106000,119 MONTE VISTA AVE ,266700,15149861
200029000,109 HARRIS RD ,271700,15149913
180032000,2421 JEFFERSON PARK AVE ,844375,15149760
200011000,2530 WOODLAND DR ,214400,15149820
170024000,2319 PRICE AVE ,280300,15149468
090012000,1618 GORDON AVE ,948000,15148924
160072000,1906 STADIUM RD ,217300,15149384
200016000,2548 WOODLAND DR ,183100,15149842
200010100,2528 WOODLAND DR ,204800,15149819
190034330,203 OLD LYNCHBURG RD ,265000,15149889
180015101,2414 SUNSET RD ,236000,15149766
130056000,1964 LEWIS MOUNTAIN RD ,374900,15149036
180015260,2415 SUNSET RD ,260500,15149769
200007000,214 CLEVELAND AVE ,229500,15149809
110059000,118 MAYWOOD LN ,393300,15149325
200109000,111 MONTE VISTA AVE ,254960,15149846
200076000,2616-26 JEFFERSON PARK AVE ,271100,15149831
100001000,104 14TH ST NW ,8187921,15149196
090074000,101-111 14TH ST NW ,1901675,15149190
110076000,516 VALLEY RD ,311840,15149296
180015500,2404 SUNSET RD ,252200,15149731
190034000,2512 JEFFERSON PARK AVE ,2356600,15149802
170088000,2115 JEFFERSON PARK AVE ,934569,15149578
170102000,105 OBSERVATORY AVE ,236230,15149531
120018000,1917 THOMSON RD ,535000,15149109
200040000,100 AZALEA DR ,312700,15149912
200056000,2708 JEFFERSON PARK AVE ,363244,15149876
130018000,309 ALDERMAN RD ,520200,15148931
120002000,0 EMMET ST S ,109100,15149108
130071000,2001 THOMSON RD ,751880,15149059
17A016000,103 SUMMIT ST ,296300,15149595
170009700,110 APPLE TREE RD ,281800,15149527
170064000,110 MONTPELIER ST ,253200,15149621
200005000,2520 WOODLAND DR ,294200,15149813
17A038000,123 SUMMIT ST ,215200,15149657
200051000,2715 JEFFERSON PARK AVE ,261100,15149894
200122000,0 BELLEVIEW ST ,15600,15149901
200146000,0 BELLEVIEW ST ,14700,15149910
160036000,1801 JEFFERSON PARK AVE ,552900,15149326
130012000,314 KENT RD ,902240,15148932
180015000,142 STRIBLING AVE ,265100,15149730
180019000,120 STRIBLING AVE ,223200,15149703
170009400,120 APPLE TREE RD ,392600,15149486
18A032000,218 STRIBLING AVE ,201700,15149739
18A032200,222 STRIBLING AVE ,178700,15149742
160064100,114 HARMON ST A&B,231600,15149424
200113000,106 MONTE VISTA AVE ,221400,15149862
090037000,447 14TH ST NW ,302500,15149004
090038000,445 14TH ST NW ,382200,15149015
090039000,443 14TH ST NW ,481100,15149023
200112000,2613 JEFFERSON PARK AVE ,247100,15149837
160033000,300 MONTEBELLO CIR ,2012600,15149302
160035000,106 MONTEBELLO CIR ,1928300,15149379
170026000,2323 PRICE AVE ,300700,15149488
170028000,2320 PRICE AVE ,376100,15149519
160045000,128 SHAMROCK RD ,308500,15149375
160046000,126 SHAMROCK RD ,294300,15149380
190056000,209 MONTE VISTA AVE ,257600,15149904
130064000,1941 THOMSON RD ,533310,15149077
180041000,2509 BRUNSWICK RD ,276200,15149796
200080000,2529 WOODLAND DR ,199600,15149821
17A053200,125 WESTERLY AVE ,256300,15149663
17A054500,101 MORRIS PAUL CT ,260100,15149668
17A054400,103 MORRIS PAUL CT ,260100,15149673
17A054100,100 MORRIS PAUL CT ,260100,15149674
17A054300,104 MORRIS PAUL CT ,260100,15149689
17A054200,102 MORRIS PAUL CT ,260100,15149690
190003000,2633 JEFFERSON PARK CIR ,529000,15149850
160029000,314 MONTEBELLO CIR ,425300,15149358
080062000,214 CAMERON LN ,712390,15148936
170063000,112 MONTPELIER ST ,110140,15149633
090082000,1521-27 UNIVERSITY AVE ,1670478,15149161
130025000,304 ALDERMAN RD ,448500,15148930
130076000,1966 THOMSON RD ,479400,15149088
090034000,485 14TH ST NW ,425910,15148961
18A008000,215 STRIBLING AVE ,236600,15149709
170106000,111 OBSERVATORY AVE ,261200,15149484
110022000,114 OAKHURST CIR ,722930,15149249
130013000,310 KENT RD ,599800,15148927
160030000,312 MONTEBELLO CIR ,397120,15149360
180031000,2419 JEFFERSON PARK AVE ,507370,15149762
170112000,2002 STADIUM RD ,299900,15149404
17A027000,2505 PLATEAU RD ,210825,15149611
17A056000,2516 WESTERLY AVE ,171300,15149677
200072000,105 PARK LN W ,345300,15149844
200067000,108 PARK LN W ,267100,15149856
130037000,1949 LEWIS MOUNTAIN RD ,556860,15149008
080049000,1921 LEWIS MOUNTAIN RD ,504800,15149026
130030000,2016 MINOR RD ,459910,15148951
200054000,2704 JEFFERSON PARK AVE ,525600,15149869
200010000,2526 WOODLAND DR ,373152,15149816
170047000,2311 FONTAINE AVE ,227075,15149570
130063000,1939 THOMSON RD ,516400,15149080
200071000,103 PARK LN W ,222900,15149845
200004000,2516 WOODLAND DR ,318972,15149810
200072100,107 PARK LN W ,222900,15149839
170069000,2302 FONTAINE AVE ,436300,15149600
160013000,1719 JEFFERSON PARK AVE ,292000,15149363
160071000,1904 STADIUM RD ,227800,15149381
180023000,2307 JEFFERSON PARK AVE ,460550,15149695
120014000,1931 THOMSON RD ,835980,15149093
130007000,323 KENT RD ,662900,15148953
17A046000,2517 WESTERLY AVE ,186125,15149646
17A012000,2404 FONTAINE AVE ,1934400,15149592
170039000,115-B MAURY AVE ,1194000,15149524
170040000,113-115 MAURY AVE ,671000,15149555
200120000,200 MONTE VISTA AVE ,257000,15149896
17A002000,128 SUMMIT ST ,144300,15149670
17A001000,0 SUMMIT ST ,53200,15149680
170092000,112 CLARKE CT ,16115083,15149451
170091100,102-106 CLARKE CT ,243100,15149503
160038000,1819 JEFFERSON PARK AVE ,5415000,15149332
160099240,1910 JEFFERSON PARK AVE 24,194800,15149547
17A020000,100 WESTERLY AVE ,216700,15149583
180020000,116 STRIBLING AVE ,280200,15149700
200060000,2716 JEFFERSON PARK AVE ,295320,15149892
080054000,1935 LEWIS MOUNTAIN RD ,773800,15149005
130061000,1942 LEWIS MOUNTAIN RD ,682320,15149047
180018100,126 STRIBLING AVE ,222700,15149708
170107000,113 OBSERVATORY AVE ,218700,15149474
170058000,111 MONTPELIER ST ,356500,15149622
17A034000,2506 PLATEAU RD ,161710,15149627
17A039000,2503 WESTERLY AVE ,187400,15149656
110020000,1 GILDERSLEEVE WOOD ,518175,15149259
17A049000,103 WESTERLY AVE ,319900,15149590
130036000,207 CAMERON LN ,459100,15148985
160020000,221 MONTEBELLO CIR ,433600,15149346
110036000,505 VALLEY RD ,363700,15149257
130062000,1938 LEWIS MOUNTAIN RD ,732500,15149052
200050000,2709 JEFFERSON PARK AVE ,214000,15149890
180002000,2209 JEFFERSON PARK AVE ,372700,15149665
200049000,105 AZALEA DR ,176000,15149902
090140000,123 CHANCELLOR ST ,1732000,15149129
170104000,2005 JEFFERSON PARK AVE ,3283200,15149490
170103000,104 OBSERVATORY AVE ,268800,15149522
170068000,2304 FONTAINE AVE ,493500,15149603
130077000,1962 THOMSON RD ,847200,15149087
18A024000,254 STRIBLING AVE ,263100,15149772
130024000,306 ALDERMAN RD ,430760,15148935
17A033000,2508 PLATEAU RD ,276450,15149626
180008000,139 STRIBLING AVE ,314400,15149692
180022000,2303 JEFFERSON PARK AVE ,457130,15149685
170005000,119 PIEDMONT AVE N ,284300,15149497
090078000,1501-05 UNIVERSITY AVE ,1628729,15149187
170096000,125 OBSERVATORY AVE ,246975,15149481
080052000,1929 LEWIS MOUNTAIN RD ,669520,15149014
160099220,1910 JEFFERSON PARK AVE 22,191800,15149545
130050000,2011 LEWIS MOUNTAIN RD ,463000,15149010
130028000,2024 MINOR RD ,550400,15148945
170042000,2205-09 FONTAINE AVE ,3917200,15149563
130051000,2012 LEWIS MOUNTAIN RD ,522900,15149048
17A060000,2508 WESTERLY AVE ,198100,15149682
090080000,1513-15 UNIVERSITY AVE ,2745300,15149160
180009000,141 STRIBLING AVE ,277285,15149694
200114000,2621 JEFFERSON PARK AVE ,262440,15149858
090128000,163 CHANCELLOR ST ,566000,15149051
17A026000,2507 PLATEAU RD ,251400,15149610
170055000,2322 FONTAINE AVE ,336400,15149602
170009170,107 APPLE TREE RD ,280300,15149529
170054000,2318 FONTAINE AVE ,365800,15149599
090118000,1506 VIRGINIA AVE ,427700,15149053
110018000,5 GILDERSLEEVE WOOD ,568100,15149282
100050000,1001 W MAIN ST ,1302089,15149221
200009000,2507 WILLARD DR ,197300,15149814
18A029000,230 STRIBLING AVE ,222200,15149752
180043000,210 SUNSET AVE ,183100,15149795
130043000,1963 LEWIS MOUNTAIN RD ,478940,15149000
090153000,170 RUGBY RD ,1461600,15148973
120016000,1919 THOMSON RD ,566740,15149104
180003000,111 STRIBLING AVE ,198000,15149659
170110000,128 OBSERVATORY AVE ,297700,15149433
130035000,2001 MINOR RD ,342400,15148964
170057100,103 PIEDMONT AVE S ,219600,15149608
17A010000,112 SUMMIT ST ,232000,15149618
090040100,417 14TH ST NW ,362100,15149028
090040000,415 14TH ST NW ,390100,15149050
130033000,109 MINOR RD ,361300,15148962
130051100,2014 LEWIS MOUNTAIN RD ,1219400,15149049
110063000,132 MAYWOOD LN ,168200,15149330
110061000,128 MAYWOOD LN ,161900,15149331
110010000,2 GILDERSLEEVE WOOD ,404735,15149258
200105100,120 OLD LYNCHBURG RD ,157000,15149855
200073000,2543 WOODLAND DR ,147700,15149838
130031000,2014 MINOR RD ,368500,15148955
170009160,109 APPLE TREE RD ,272400,15149509
160044000,1818 STADIUM RD ,293500,15149371
190055000,211 MONTE VISTA AVE ,312800,15149914
200079000,2531 WOODLAND DR ,281628,15149823
200058000,2712 JEFFERSON PARK AVE ,305800,15149885
160057000,104 HARMON ST ,225000,15149478
200014100,2542 WOODLAND DR ,216900,15149833
130075000,2000 THOMSON RD ,837900,15149092
200150000,2703 JEFFERSON PARK AVE ,356700,15149875
100073000,914-918 W MAIN ST ,854900,15149226
100078000,900 W MAIN ST ,15289400,15149229
170021000,2313 PRICE AVE ,320475,15149450
130080000,1948 THOMSON RD ,459700,15149102
160028000,317 MONTEBELLO CIR ,277600,15149351
160027000,315 MONTEBELLO CIR ,235700,15149353
170008000,131 PIEDMONT AVE N ,207800,15149434
170009200,126-A APPLE TREE RD ,215900,15149435
170008100,129 PIEDMONT AVE N ,215900,15149443
170009210,126-B APPLE TREE RD ,215900,15149448
170014000,2316 STADIUM RD ,268400,15149411
100006000,1331 W MAIN ST ,589041,15149205
160023000,333-335 STADIUM RD ,265000,15149344
160017000,201 MONTEBELLO CIR ,460250,15149359
130079000,1956 THOMSON RD ,673800,15149099
090145000,159 MADISON LN ,860900,15149027
090013000,1602 GORDON AVE ,753610,15148928
110051000,550 VALLEY RD ,329830,15149298
120015000,1927 THOMSON RD ,658230,15149101
170009190,103 APPLE TREE RD ,251000,15149575
200111000,2611 JEFFERSON PARK AVE ,269208,15149832
160021000,225 MONTEBELLO CIR ,382100,15149345
18A004000,207 STRIBLING AVE ,1114800,15149704
130029000,2020 MINOR RD ,372420,15148948
180016000,209 SUNSET AVE ,191000,15149787
190002000,2631 JEFFERSON PARK CIR ,543552,15149843
130026000,2028 MINOR RD ,325000,15148937
160069000,121 SHAMROCK RD ,298100,15149385
200012000,2536 WOODLAND DR ,229112,15149822
160123000,102 KENT TER ,393300,15149402
110053000,1700 JEFFERSON PARK AVE ,648400,15149272
180017100,207 SUNSET AVE ,254890,15149782
160127000,110 KENT TER ,424100,15149428
160016000,1725 JEFFERSON PARK AVE ,441700,15149299
110060000,122 MAYWOOD LN ,397400,15149327
160014000,1721 JEFFERSON PARK AVE ,271600,15149365
200113300,0 OFF MONTE VISTA AVE ,13800,15149874
180006000,133 STRIBLING AVE ,386300,15149688
180042000,208 SUNSET AVE ,317200,15149792
170003000,113 PIEDMONT AVE N ,322900,15149526
160125000,106 KENT TER ,249800,15149419
200017000,2550 WOODLAND DR ,178800,15149848
180015270,2413 SUNSET RD ,255475,15149767
200013100,2540 WOODLAND DR ,215400,15149826
110070000,528 VALLEY RD ,430500,15149324
080055000,1937 LEWIS MOUNTAIN RD ,325620,15148997
200104000,118 OLD LYNCHBURG RD ,246100,15149847
090139000,128 MADISON LN ,1274500,15149124
130066000,1945 THOMSON RD ,568700,15149070
130048000,2003 LEWIS MOUNTAIN RD ,560100,15149007
110016000,9 GILDERSLEEVE WOOD ,379915,15149301
110026000,122 OAKHURST CIR ,598500,15149235
120031000,0 THOMSON RD ,148100,15149121
120030000,1934 THOMSON RD ,581050,15149125
130047000,104 LEWIS MOUNTAIN CIR ,435200,15148981
180015200,138 STRIBLING AVE ,248400,15149725
170115000,120 WASHINGTON AVE ,138500,15149440
170057600,113 PIEDMONT AVE S ,199200,15149649
180015150,2424 SUNSET RD ,248200,15149781
180015160,2426 SUNSET RD ,265100,15149784
180015170,2428 SUNSET RD ,265400,15149785
180015240,2419 SUNSET RD ,231710,15149777
180015250,2417 SUNSET RD ,251700,15149774
180025000,2401 JEFFERSON PARK AVE ,498220,15149710
160083000,117 HARMON ST ,677200,15149339
170057000,2400 FONTAINE AVE ,224200,15149593
180015310,2405 SUNSET RD ,255985,15149743
160034000,112 MONTEBELLO CIR ,1440300,15149304
160063100,112 HARMON ST ,243600,15149441
160091000,105 WASHINGTON AVE ,344000,15149501
18A009000,217 STRIBLING AVE ,231700,15149712
17A064000,2500 WESTERLY AVE ,160700,15149687
090022000,1503 VIRGINIA AVE ,405100,15149016
190034340,201 OLD LYNCHBURG RD ,285600,15149881
130038000,1951 LEWIS MOUNTAIN RD ,641150,15148994
160043400,116 DUNOVA CT ,306100,15149376
160070000,1900 STADIUM RD ,300400,15149378
160065000,116 HARMON ST ,345900,15149415
170009110,119 APPLE TREE RD ,598500,15149420
170009120,117 APPLE TREE RD ,598500,15149436
170006000,123 PIEDMONT AVE N ,357800,15149485
170033000,2310 PRICE AVE ,328100,15149514
18A023100,253 STRIBLING AVE ,316000,15149753
18A024100,256 STRIBLING AVE ,316000,15149775
17A021000,104 WESTERLY AVE ,196800,15149591
090026000,414 15TH ST NW ,320200,15149013
090025000,410 15TH ST NW ,326800,15149024
130003000,309 KENT RD ,607700,15148917
200014000,2544 WOODLAND DR ,114900,15149830
170097000,123 OBSERVATORY AVE ,220400,15149489
200110000,105 MONTE VISTA AVE ,143700,15149841
170009800,106 APPLE TREE RD A&B,260100,15149559
120012000,1934 LEWIS MOUNTAIN RD ,644400,15149056
170032000,2312 PRICE AVE ,315800,15149517
200117000,110 MONTE VISTA AVE ,366700,15149870
110017100,7 GILDERSLEEVE WOOD ,470400,15149291
180015400,132 STRIBLING AVE ,252400,15149718
170046000,2309 FONTAINE AVE ,193100,15149571
160099600,1910 JEFFERSON PARK AVE 6,194700,15149551
200125000,0 MONTE VISTA AVE ,14300,15149908
100016000,1301-17 W MAIN ST ,16988600,15149206
130058000,1954 LEWIS MOUNTAIN RD ,460600,15149033
130055100,2002 LEWIS MOUNTAIN RD ,305100,15149040
170059000,0 MONTPELIER ST ,61600,15149631
170060000,115 MONTPELIER ST ,220600,15149637
170061000,0 MONTPELIER ST ,50600,15149645
170061100,0 PIEDMONT AVE S ,48400,15149658
18A028000,234 STRIBLING AVE ,221500,15149756
18A027000,236 STRIBLING AVE ,368000,15149757
120033000,1942 THOMSON RD ,571700,15149113
080040000,214 SPRIGG LN ,1580700,15148943
080041000,0 SPRIGG LN ,165300,15148983
090154000,164 RUGBY RD ,753100,15148993
090155000,166 RUGBY RD ,88900,15149018
160024000,1700 STADIUM RD ,765900,15149247
110092200,408 VALLEY RD ,214000,15149255
110111000,1408 JEFFERSON PARK AVE ,822300,15149236
110110000,400-412 MONROE LN ,7424822,15149237
110092100,501 BRANDON AVE ,242300,15149256
170117000,2400 STADIUM RD ,13876500,15149366
100053000,1105 W MAIN ST ,12711052,15149202
100054000,1107 W MAIN ST ,1411584,15149216
100091000,121-125 11TH ST SW ,18697036,15149230
110113000,1400 JEFFERSON PARK AVE ,550000,15149232
110082000,500 VALLEY RD ,88700,15149253
110092000,503 BRANDON AVE ,214000,15149269
100080000,120 11TH ST SW ,1048600,15149234
110120000,435 MONROE LN ,196100,15149252
110112000,1404 JEFFERSON PARK AVE ,1710000,15149233
110094000,581 BRANDON AVE ,957600,15149286
080026000,108 CRESAP RD ,433300,15148925
17A035000,2504 PLATEAU RD ,197425,15149629
110023000,116 OAKHURST CIR ,386100,15149250
130014000,308 KENT RD ,704500,15148921
170027000,2322 PRICE AVE ,307470,15149521
160099900,1910 JEFFERSON PARK AVE 9,191800,15149554
160099150,1910 JEFFERSON PARK AVE 15,193100,15149537
160099300,1910 JEFFERSON PARK AVE 3,189900,15149548
170057700,117 PIEDMONT AVE S ,193000,15149666
120005000,1912 LEWIS MOUNTAIN RD ,376400,15149082
120007000,1918-20 LEWIS MOUNTAIN RD ,304680,15149075
120004000,1910 LEWIS MOUNTAIN RD ,309600,15149089
180015301,2407 SUNSET RD ,279600,15149751
170009140,113 APPLE TREE RD ,247100,15149487
180005200,125 STRIBLING AVE ,285100,15149676
090122000,1530 VIRGINIA AVE ,1234600,15149025
180001000,2205-07 JEFFERSON PARK AVE ,441300,15149636
17A006000,120 SUMMIT ST A&B,340100,15149650
160091100,101 WASHINGTON AVE ,663500,15149507
130020000,319 ALDERMAN RD ,503400,15148949
130019000,315 ALDERMAN RD ,704670,15148938
180015300,134 STRIBLING AVE ,241300,15149721
170041100,111 MAURY AVE ,626203,15149562
170041000,2201-03 FONTAINE AVE ,834285,15149581
200115000,2623 JEFFERSON PARK AVE ,113500,15149866
17A036000,2502 PLATEAU RD ,295430,15149632
180015230,2421 SUNSET RD ,283700,15149779
130050100,2013-15 LEWIS MOUNTAIN RD ,304400,15149012
170009150,111 APPLE TREE RD ,290500,15149500
200101000,2607 JEFFERSON PARK AVE ,330100,15149827
18A003000,155 STRIBLING AVE ,240600,15149701
18A032300,224 STRIBLING AVE ,181100,15149744
130045100,112 LEWIS MOUNTAIN CIR ,603480,15148965
130044000,1965 LEWIS MOUNTAIN RD ,459000,15149003
160119000,109 KENT TER ,484500,15149447
170093200,212 MAURY AVE ,1900000,15149400
170093000,2010 STADIUM RD ,2833300,15149403
170093300,2006 STADIUM RD ,2033900,15149409
170093100,210 MAURY AVE ,2033900,15149430
160102000,1830 JEFFERSON PARK AVE ,3267200,15149480
160100000,1904 JEFFERSON PARK AVE ,5704600,15149498
160093000,1918-20 JEFFERSON PARK AVE ,3173800,15149556
130049000,2007 LEWIS MOUNTAIN RD ,563390,15148982
160025000,323 MONTEBELLO CIR ,363400,15149350
090099000,1607 UNIVERSITY AVE ,3681629,15149152
180030000,2415 JEFFERSON PARK AVE ,354460,15149754
160099120,1910 JEFFERSON PARK AVE 12,191600,15149535
160099180,1910 JEFFERSON PARK AVE 18,194800,15149540
160099201,1910 JEFFERSON PARK AVE 20,191200,15149542
18A007000,213 STRIBLING AVE ,190700,15149707
170101000,109 OBSERVATORY AVE ,378600,15149525
200091000,112 CLEVELAND AVE ,298100,15149803
160079000,121 HARMON ST ,433200,15149401
160081000,119 WASHINGTON AVE ,253700,15149439
130068000,1951 THOMSON RD ,435540,15149063
160099140,1910 JEFFERSON PARK AVE 14,189800,15149536
080056000,1941 LEWIS MOUNTAIN RD ,533970,15148999
170044000,2305 FONTAINE AVE ,270850,15149573
17A044000,2513 WESTERLY AVE ,178800,15149651
200123000,204 MONTE VISTA AVE ,311536,15149899
090102000,1619 UNIVERSITY AVE ,2510467,15149149
170066000,2312 FONTAINE AVE ,297725,15149598
200070000,2622 JEFFERSON PARK AVE ,327800,15149852
18A017000,231 STRIBLING AVE ,233500,15149723
090131000,133 CHANCELLOR ST ,1207800,15149071
090138000,130 MADISON LN ,1306300,15149111
090141000,121 CHANCELLOR ST ,6963948,15149135
090104000,120 CHANCELLOR ST ,902572,15149140
090103000,0 CHANCELLOR ST ,659200,15149145
090143000,1709 UNIVERSITY AVE ,1562700,15149132
160004000,100 STADIUM RD ,1053200,15149228
160005000,106-114 STADIUM RD ,6469300,15149231
160073000,128 HARMON ST ,257900,15149390
200003200,210 CLEVELAND AVE ,243200,15149807
200003300,212 CLEVELAND AVE ,243100,15149808
17A015000,101 SUMMIT ST ,238000,15149588
110009000,110 OAKHURST CIR ,472500,15149248
170051000,2319 FONTAINE AVE ,247500,15149566
120026000,1918 THOMSON RD ,616900,15149136
090116000,343 15TH ST NW ,230510,15149072
080060000,132 CAMERON LN ,974400,15148952
18A034000,206 STRIBLING AVE A&B,74200,15149734
18A035000,204 STRIBLING AVE A&B,74200,15149735
090035000,465 14TH ST NW ,396000,15148974
